Title,Latitude,Longitude,Region,Country,Zone Type,Zone Specialization,Management Type,Management Company,SEZ Framework,Nearest Airport,Nearest Airport Distance (km),airportlat,airportlong,Capital City,Capital City Distance (km),capitallat,capitallong,Nearest Port,Nearest Port Distance (km),Note,URL,Populous City,Populous City Distance (km),portlat,portlong,Size (Hectares),size_class,Source,Status,ID,Created,Created By,Modified,Modified By
"Mazar-i-Sharif/Mazar Special Economic Zone","36.7091968","67.210768","Middle East","Afghanistan","Diversified Zone","N/A","Public","Afghanistan Airfield Economic Development Commission (AAEDC)","Presidential Decree %2343 July 2015, Afghanistan Customs Law 2005.","Mazar I Sharif Airport","0.3","36.7069016","67.2097015","Kabul","302.4","34.5167","69.1833","Termiz","55.2",,"http://recca.af/?page_id=2108","Mazar-e Sharif","9.9","37.19916","67.30259","No Information","1",,"Under Development","1","4/24/2021 6:57","fergal hourigan","11/19/2021 9:00","fergal hourigan"
"Balkh Special Economic Zone","36.7047484","67.2227598","Middle East","Afghanistan","Diversified Zone","N/A","Public","Afghanistan Airfield Economic Development Commission (AAEDC)","Presidential Decree %2343 July 2015, Afghanistan Customs Law 2005.","Mazar I Sharif Airport","1.2","36.7069016","67.2097015","Kabul","301.3","34.5167","69.1833","Termiz","55.5",,"http://recca.af/?page_id=2108","Mazar-e Sharif","11","37.19916","67.30259","No Information","1",,"Under Development","2","4/24/2021 6:57","fergal hourigan","11/19/2021 9:11","fergal hourigan"
"Kunduz Special Economic Zone","36.6638758","68.9017691","Middle East","Afghanistan","Diversified Zone","N/A","Public","Afghanistan Airfield Economic Development Commission (AAEDC)","Presidential Decree %2343 July 2015, Afghanistan Customs Law 2005.","Qurghonteppa International Airport","133.9","37.8664017","68.8647003","Kabul","240.4","34.5167","69.1833","Nijniy Pyanj","65",,"http://recca.af/?page_id=2108","Kunduz","7.6","37.19448","68.59812","No Information","1",,"Under Development","3","4/24/2021 6:57","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Aqina Special Economic Zone","37.2283843","65.2637614","Middle East","Afghanistan","Diversified Zone","N/A","Public","Afghanistan Airfield Economic Development Commission (AAEDC)","Presidential Decree %2343 July 2015, Afghanistan Customs Law 2005.","Turkmenabat Airport","252","39.0833015","63.6133003","Kabul","464.8","34.5167","69.1833","Termiz","180.8",,"http://recca.af/?page_id=2108","Andkhoy","36","37.19916","67.30259","No Information","1",,"Under Development","4","4/24/2021 6:57","fergal hourigan","11/19/2021 9:10","fergal hourigan"
"Bagram Special Economic Zone","34.9361638","69.2505819","Middle East","Afghanistan","Diversified Zone","N/A","Public","Afghanistan Airfield Economic Development Commission (AAEDC)","Presidential Decree %2343 July 2015, Afghanistan Customs Law 2005.","Kabul International Airport","41.4","34.5658989","69.2123032","Kabul","47.1","34.5167","69.1833","Nijniy Pyanj","258.2",,"http://recca.af/?page_id=2108","Charikar","11.9","37.19448","68.59812","No Information","1",,"Under Development","5","4/24/2021 6:57","fergal hourigan","11/19/2021 9:05","fergal hourigan"
"Kabul Special Economic Zone","34.565791","69.2076369","Middle East","Afghanistan","Diversified Zone","N/A","Public","Afghanistan Airfield Economic Development Commission (AAEDC)","Presidential Decree %2343 July 2015, Afghanistan Customs Law 2005.","Kabul International Airport","0.4","34.5658989","69.2123032","Kabul","5.9","34.5167","69.1833","Nijniy Pyanj","297.7",,"http://recca.af/?page_id=2108","Kabul","5.9","37.19448","68.59812","No Information","1",,"Under Development","6","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Jalalabad Special Economic Zone","34.4004535","70.4920471","Middle East","Afghanistan","Diversified Zone","N/A","Public","Afghanistan Airfield Economic Development Commission (AAEDC)","Presidential Decree %2343 July 2015, Afghanistan Customs Law 2005.","Peshawar International Airport","104.5","33.9939003","71.5146027","Kabul","120.8","34.5167","69.1833","Nijniy Pyanj","354.9",,"http://recca.af/?page_id=2108","Jalalabad","6.9","37.19448","68.59812","No Information","1",,"Under Development","7","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Nangarhar Special Economic Zone","34.3978355","70.4900014","Middle East","Afghanistan","Diversified Zone","N/A","Public","Afghanistan Airfield Economic Development Commission (AAEDC)","Presidential Decree %2343 July 2015, Afghanistan Customs Law 2005.","Peshawar International Airport","104.5","33.9939003","71.5146027","Kabul","120.7","34.5167","69.1833","Nijniy Pyanj","355.1",,"http://recca.af/?page_id=2108","Jalalabad","6.9","37.19448","68.59812","No Information","1",,"Under Development","8","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Gardez Special Economic Zone","33.6278392","69.2363565","Middle East","Afghanistan","Diversified Zone","N/A","Public","Afghanistan Airfield Economic Development Commission (AAEDC)","Presidential Decree %2343 July 2015, Afghanistan Customs Law 2005.","Kabul International Airport","104.4","34.5658989","69.2123032","Kabul","99.1","34.5167","69.1833","Nijniy Pyanj","401.2",,"http://recca.af/?page_id=2108","Gardez","3.7","37.19448","68.59812","No Information","1",,"Under Development","9","4/24/2021 6:57","fergal hourigan","11/19/2021 9:02","fergal hourigan"
"Toraghundi Special Economic Zone","35.2533246","62.27677","Middle East","Afghanistan","Diversified Zone","N/A","Public","Afghanistan Airfield Economic Development Commission (AAEDC)","Presidential Decree %2343 July 2015, Afghanistan Customs Law 2005.","Herat Airport","116.2","34.2099991","62.2282982","Kabul","635.9","34.5167","69.1833","Termiz","500.5",,"http://recca.af/?page_id=2108","Karukh","90.1","37.19916","67.30259","No Information","1",,"Under Development","10","4/24/2021 6:57","fergal hourigan","11/19/2021 9:14","fergal hourigan"
"Herat Special Economic Zone Special Economic Zone","34.2108029","62.2261474","Middle East","Afghanistan","Diversified Zone","N/A","Public","Afghanistan Airfield Economic Development Commission (AAEDC)","Presidential Decree %2343 July 2015, Afghanistan Customs Law 2005.","Herat Airport","0.2","34.2099991","62.2282982","Kabul","640.1","34.5167","69.1833","Termiz","566.6",,"http://recca.af/?page_id=2108","Herat","14.2","37.19916","67.30259","No Information","1",,"Under Development","11","4/24/2021 6:57","fergal hourigan","11/19/2021 9:15","fergal hourigan"
"Shīnḍanḍ Special Economic Zone","33.381121","62.238563","Middle East","Afghanistan","Diversified Zone","N/A","Public","Afghanistan Airfield Economic Development Commission (AAEDC)","Presidential Decree %2343 July 2015, Afghanistan Customs Law 2005.","Herat Airport","92.3","34.2099991","62.2282982","Kabul","653.5","34.5167","69.1833","Termiz","626.2",,"http://recca.af/?page_id=2108","Herat","105.8","37.19916","67.30259","No Information","1",,"Under Development","12","4/24/2021 6:57","fergal hourigan","11/19/2021 9:15","fergal hourigan"
"Kandahar/Qandahar Special Economic Zone","31.5023157","65.8506042","Middle East","Afghanistan","Diversified Zone","N/A","Public","Afghanistan Airfield Economic Development Commission (AAEDC)","Presidential Decree %2343 July 2015, Afghanistan Customs Law 2005.","Quetta International Airport","173.7","30.2514","66.9377976","Kabul","457.5","34.5167","69.1833","Nijniy Pyanj","682",,"http://recca.af/?page_id=2108","Kandahar","19","37.19448","68.59812","No Information","1",,"Under Development","13","4/24/2021 6:57","fergal hourigan","11/19/2021 9:16","fergal hourigan"
"Zaranj Special Economic Zone","30.9601137","61.8505072","Middle East","Afghanistan","Diversified Zone","N/A","Public","Afghanistan Airfield Economic Development Commission (AAEDC)","Presidential Decree %2343 July 2015, Afghanistan Customs Law 2005.","Zahedan International Airport","188.6","29.4757004","60.9062004","Kabul","792.3","34.5167","69.1833","Jask","712.8",,"http://recca.af/?page_id=2108","Zaranj","17.3","25.65083","57.7827","No Information","1",,"Under Development","14","4/24/2021 6:57","fergal hourigan","11/19/2021 9:16","fergal hourigan"
"Helmand Special Economic Zone","31.5592098","64.3588791","Middle East","Afghanistan","Diversified Zone","N/A","Public","Afghanistan Airfield Economic Development Commission (AAEDC)","Presidential Decree %2343 July 2015, Afghanistan Customs Law 2005.","Quetta International Airport","286.1","30.2514","66.9377976","Kabul","557.6","34.5167","69.1833","Nijniy Pyanj","738.2",,"http://recca.af/?page_id=2108","Lashkar Gah","2.7","37.19448","68.59812","No Information","1",,"Under Development","15","4/24/2021 6:57","fergal hourigan","11/19/2021 9:16","fergal hourigan"
"Koplik Technical and Economic Development Area","42.2168819","19.4395578","Europe","Albania","Diversified Zone","N/A","Public","Albania Investment Development Agency","Law No. 7764 Dated 02.11.1993, Law No. 55/2015, Law No. 9789 Dated 19.07.2007, Dcm 646: 22.07.2015, Dcm 647: 22.07.2015","Podgorica Airport","22.1","42.359402","19.2519","Tirane","102","41.3464559","19.8250829","Bar","32.2","http://www.investinsee.com/country/albania%23:~:text=There%20are%20three%20active%20free,zones%20through%20a%20public%20tender.","http://aida.gov.al/en/","Shkodër","17.8","42.08503","19.0919","61","4",,"Active","16","4/24/2021 6:57","fergal hourigan","11/19/2021 9:16","fergal hourigan"
"Spitalle/Spitalla Technical and Economic Development Area","41.336134","19.449754","Europe","Albania","Diversified Zone","Tech","Public","Albania Investment Development Agency","Law No. 7764 Dated 02.11.1993, Law No. 55/2015, Law No. 9789 Dated 19.07.2007, DCM 646: 22.07.2015, DCM 647: 22.07.2015","Tirana International Airport Mother Teresa","24.3","41.4146996","19.7206001","Tirane","31.4","41.3464559","19.8250829","Shengjin","54.6","http://www.investinsee.com/country/albania%23:~:text=There%20are%20three%20active%20free,zones%20through%20a%20public%20tender.","http://aida.gov.al/en/","Durrës","2","41.81483","19.5951","209","5",,"Active","17","4/24/2021 6:57","fergal hourigan","11/19/2021 9:17","fergal hourigan"
"Vlora Technical and Economic Development Area","40.4861896","19.4477519","Europe","Albania","Diversified Zone","N/A","Public","Albania Investment Development Agency","Decree No. 628: June 11, 2009. Law No. 9789 Dated 19.07.2007, DCM 646: 22.07.2015, DCM 647: 22.07.2015,","Ioannis Kapodistrias International Airport","106.1","39.6018982","19.9116993","Tirane","100.9","41.3464559","19.8250829","Otranto","89.2","http://www.investinsee.com/country/albania%23:~:text=There%20are%20three%20active%20free,zones%20through%20a%20public%20tender.","http://aida.gov.al/en/","Vlorë","4.4","40.13393","18.5041","230","5",,"Active","18","4/24/2021 6:57","fergal hourigan","11/19/2021 9:17","fergal hourigan"
"Shëngjin Industrial Complex","41.8049","19.608037","Europe","Albania","Export Processing Zone","N/A","Private","ATX International Tirana / KDK Company Sh.p.k","Law No. 7764 Dated 02.11.1993, Law No. 55/2015, Law No. 9789 Dated 19.07.2007, Dcm 646: 22.07.2015, Dcm 647: 22.07.2015","Tirana International Airport Mother Teresa","44.4","41.4146996","19.7206001","Tirane","54.1","41.3464559","19.8250829","Shengjin","1.5","https://www.wto.org/english/tratop_e/tpr_e/g337_e.pdf -SECTION 2.3.3. Law No. 54/2015, dated 28 May 2015 ""On some amendments and addenda to Law No.9789, dated 19 July 2007 ""On the creation and functioning of economic zones"" provides that ""technology and economic development zones"" will substitute the ""economic zones"", ""free zones"" and ""industrial parks"".","https://kdkcompany.com/industrial-complex-shengjin-lezhe/","Lezhë","4.3","41.81483","19.5951","3","3",,"Inactive","19","4/24/2021 6:57","fergal hourigan","11/19/2021 9:11","fergal hourigan"
"Lezhë Industrial Park","41.7924304","19.6449419","Europe","Albania","Export Processing Zone","N/A","Public-Private Partnership","Municipality of Lezhë, Lezhë Industrial Park JSC","Law No. 7764 Dated 02.11.1993, Law No. 55/2015, Law No. 9789 Dated 19.07.2007, DCM 646: 22.07.2015, DCM 647: 22.07.2015","Tirana International Airport Mother Teresa","42.5","41.4146996","19.7206001","Tirane","51.9","41.3464559","19.8250829","Shengjin","4.8","https://www.wto.org/english/tratop_e/tpr_e/g337_e.pdf -SECTION 2.3.3. Law No. 54/2015, dated 28 May 2015 ""On some amendments and addenda to Law No.9789, dated 19 July 2007 ""On the creation and functioning of economic zones"" provides that ""technology and economic development zones"" will substitute the ""economic zones"", ""free zones"" and ""industrial parks"".","http://www.lezha.gov.al/","Lezhë","0.9","41.81483","19.5951","54","4",,"Inactive","20","4/24/2021 6:57","fergal hourigan","11/19/2021 9:11","fergal hourigan"
"Shkodër Industrial Park","42.080908","19.525952","Europe","Albania","Export Processing Zone","N/A","Public","Shkoder Municipality","Law No. 7764 Dated 02.11.1993, Law No. 55/2015, Law No. 9789 Dated 19.07.2007, DCM 646: 22.07.2015, DCM 647: 22.07.2015","Podgorica Airport","38.4","42.359402","19.2519","Tirane","85.5","41.3464559","19.8250829","Shengjin","30.2","https://www.wto.org/english/tratop_e/tpr_e/g337_e.pdf -SECTION 2.3.3. Law No. 54/2015, dated 28 May 2015 ""On some amendments and addenda to Law No.9789, dated 19 July 2007 ""On the creation and functioning of economic zones"" provides that ""technology and economic development zones"" will substitute the ""economic zones"", ""free zones"" and ""industrial parks"".","https://pdfs.semanticscholar.org/d7ca/e30cdabcb5efdf99180993d0bda3481ed91c.pdf","Shkodër","1.5","41.81483","19.5951","137","5",,"Inactive","21","4/24/2021 6:57","fergal hourigan","11/19/2021 9:12","fergal hourigan"
"Gjirokastër Freezone","40.067352","20.161447","Europe","Albania","Free Trade Zone","N/A","Public-Private Partnership","Freezone Albania Sh.p.k.","Law No. 7764 Dated 02.11.1993, Law No. 55/2015, Law No. 9789 Dated 19.07.2007, Dcm 646: 22.07.2015, Dcm 647: 22.07.2015","Ioannis Kapodistrias International Airport","56","39.6018982","19.9116993","Tirane","145.2","41.3464559","19.8250829","Parga","88.9","https://www.wto.org/english/tratop_e/tpr_e/g337_e.pdf -SECTION 2.3.3. Law No. 54/2015, dated 28 May 2015 ""On some amendments and addenda to Law No.9789, dated 19 July 2007 ""On the creation and functioning of economic zones"" provides that ""technology and economic development zones"" will substitute the ""economic zones"", ""free zones"" and ""industrial parks"".","http://www.opencorporates.al/en/nipt/l91915506s","Gjirokastër","1.7","39.28813","20.3883","0.1","1",,"Inactive","22","4/24/2021 6:57","fergal hourigan","11/19/2021 9:12","fergal hourigan"
"Pogradec Freezone","40.893558","20.66156","Europe","Albania","Free Trade Zone","N/A","Public-Private Partnership","Freezone Albania Sh.p.k.","Law No. 7764 Dated 02.11.1993, Law No. 55/2015, Law No. 9789 Dated 19.07.2007, Dcm 646: 22.07.2015, Dcm 647: 22.07.2015","Ohrid St. Paul the Apostle Airport","32.6","41.18","20.7423","Tirane","86.4","41.3464559","19.8250829","Shengjin","135.9","https://www.wto.org/english/tratop_e/tpr_e/g337_e.pdf -SECTION 2.3.3. Law No. 54/2015, dated 28 May 2015 ""On some amendments and addenda to Law No.9789, dated 19 July 2007 ""On the creation and functioning of economic zones"" provides that ""technology and economic development zones"" will substitute the ""economic zones"", ""free zones"" and ""industrial parks"".","http://www.opencorporates.al/en/nipt/l91923508f","Pogradec","0.7","41.81483","19.5951","2","3",,"Inactive","23","4/24/2021 6:57","fergal hourigan","11/19/2021 9:12","fergal hourigan"
"Përmet Freezone","40.241221","20.357576","Europe","Albania","Free Trade Zone","N/A","Public-Private Partnership","Freezone Albania Sh.p.k.","Law No. 7764 Dated 02.11.1993, Law No. 55/2015, Law No. 9789 Dated 19.07.2007, Dcm 646: 22.07.2015, Dcm 647: 22.07.2015","Ioannina Airport","72.5","39.6963997","20.8225002","Tirane","131","41.3464559","19.8250829","Parga","106.1","https://www.wto.org/english/tratop_e/tpr_e/g337_e.pdf -SECTION 2.3.3. Law No. 54/2015, dated 28 May 2015 ""On some amendments and addenda to Law No.9789, dated 19 July 2007 ""On the creation and functioning of economic zones"" provides that ""technology and economic development zones"" will substitute the ""economic zones"", ""free zones"" and ""industrial parks"".","http://www.opencorporates.al/en/nipt/l91915501b","Përmet","0.9","39.28813","20.3883","3","3",,"Inactive","24","4/24/2021 6:57","fergal hourigan","11/19/2021 9:13","fergal hourigan"
"Korçë Freezone","40.638836","20.799416","Europe","Albania","Free Trade Zone","N/A","Public-Private Partnership","Freezone Albania Sh.p.k.","Law No. 7764 Dated 02.11.1993, Law No. 55/2015, Law No. 9789 Dated 19.07.2007, Dcm 646: 22.07.2015, Dcm 647: 22.07.2015","Ohrid St. Paul the Apostle Airport","60.4","41.18","20.7423","Tirane","113.6","41.3464559","19.8250829","Shengjin","165.2","https://www.wto.org/english/tratop_e/tpr_e/g337_e.pdf -SECTION 2.3.3. Law No. 54/2015, dated 28 May 2015 ""On some amendments and addenda to Law No.9789, dated 19 July 2007 ""On the creation and functioning of economic zones"" provides that ""technology and economic development zones"" will substitute the ""economic zones"", ""free zones"" and ""industrial parks"".","http://opencorporates.al/en/nipt/l91918504r","Korçë","3.7","41.81483","19.5951","11","4",,"Inactive","25","4/24/2021 6:57","fergal hourigan","11/19/2021 9:13","fergal hourigan"
"Tirana Freezone","41.367014","19.711398","Europe","Albania","Free Trade Zone","N/A","Public-Private Partnership","Freezone Albania Sh.p.k.","Law No. 7764 Dated 02.11.1993, Law No. 55/2015, Law No. 9789 Dated 19.07.2007, DCM 646: 22.07.2015, DCM 647: 22.07.2015","Tirana International Airport Mother Teresa","5.4","41.4146996","19.7206001","Tirane","9.8","41.3464559","19.8250829","Shengjin","50.8","https://www.wto.org/english/tratop_e/tpr_e/g337_e.pdf -SECTION 2.3.3. Law No. 54/2015, dated 28 May 2015 ""On some amendments and addenda to Law No.9789, dated 19 July 2007 ""On the creation and functioning of economic zones"" provides that ""technology and economic development zones"" will substitute the ""economic zones"", ""free zones"" and ""industrial parks"".","http://www.opencorporates.al/en/nipt/l91904504q","Tirana","10","41.81483","19.5951","14","4",,"Active","26","4/24/2021 6:57","fergal hourigan","11/19/2021 9:13","fergal hourigan"
"Fier Freezone","40.71435","19.576317","Europe","Albania","Free Trade Zone","N/A","Public-Private Partnership","Freezone Albania Sh.p.k.","Law No. 7764 Dated 02.11.1993, Law No. 55/2015, Law No. 9789 Dated 19.07.2007, Dcm 646: 22.07.2015, Dcm 647: 22.07.2015","Tirana International Airport Mother Teresa","78.9","41.4146996","19.7206001","Tirane","73.4","41.3464559","19.8250829","Otranto","111.5","https://www.wto.org/english/tratop_e/tpr_e/g337_e.pdf -SECTION 2.3.3. Law No. 54/2015, dated 28 May 2015 ""On some amendments and addenda to Law No.9789, dated 19 July 2007 ""On the creation and functioning of economic zones"" provides that ""technology and economic development zones"" will substitute the ""economic zones"", ""free zones"" and ""industrial parks"".","http://www.opencorporates.al/en/nipt/l91911502m","Fier","1.8","40.13393","18.5041","14","4",,"Inactive","27","4/24/2021 6:57","fergal hourigan","11/19/2021 9:14","fergal hourigan"
"Porto Romano Free Port Zone","41.379607","19.425876","Europe","Albania","Free Trade Zone","N/A","Public-Private Partnership","Concessionaire MBM Port Ltd.","Decree no. 493 of Council of Ministers dated 11.07.2019 “On the definition of a free zone of a part of the customs territory of the Republic of Albania in Porto-Romano”","Tirana International Airport Mother Teresa","24.9","41.4146996","19.7206001","Tirane","33.6","41.3464559","19.8250829","Shengjin","50.5","https://balkaneu.com/albania-announces-free-zones-reduced-tax-profits-investors-encouraged/","https://portimbm.al/port-zone-about-us/","Durrës","7.1","41.81483","19.5951","100","4",,"Active","28","4/24/2021 6:57","fergal hourigan","11/19/2021 9:14","fergal hourigan"
"Elbasan Industrial Park","41.088854","20.021522","Europe","Albania","Free Trade Zone","N/A","Private","Delmon Group","Law No. 7764 Dated 02.11.1993, Law No. 55/2015, Law No. 9789 Dated 19.07.2007, Dcm 646: 22.07.2015, Dcm 647: 22.07.2015","Tirana International Airport Mother Teresa","44.2","41.4146996","19.7206001","Tirane","33.1","41.3464559","19.8250829","Shengjin","88.3","https://www.wto.org/english/tratop_e/tpr_e/g337_e.pdf -SECTION 2.3.3. Law No. 54/2015, dated 28 May 2015 ""On some amendments and addenda to Law No.9789, dated 19 July 2007 ""On the creation and functioning of economic zones"" provides that ""technology and economic development zones"" will substitute the ""economic zones"", ""free zones"" and ""industrial parks"".","https://www.delmon-group.com/en/delmon-industrie/our-subsidiaries/","Elbasan","6.4","41.81483","19.5951","254","5",,"Inactive","29","4/24/2021 6:57","fergal hourigan","11/19/2021 9:14","fergal hourigan"
"Fútila Industrial Development Pole","-5.428262","12.214644","Africa","Angola","Diversified Zone","N/A","Public","National Council of Industrial Development Poles","Decree-Law No. 18/99 of 12 November 1999","Cabinda Airport","19","-5.5969901","12.1884003","Luanda","396","-8.8383","13.2344","Malongo","4.3","https://www.wipo.int/edocs/lexdocs/laws/pt/ao/ao021pt.pdf","https://idia.gov.ao/futila/","Cabinda","14.9","-5.39606","12.19396","6","3",,"Under Development","30","4/24/2021 6:57","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Viana Industrial Development Pole","-8.976876","13.446098","Africa","Angola","Diversified Zone","N/A","Public","National Council of Industrial Development Poles","Decree-Law No. 18/99 of 12 November 1999","Quatro de Fevereiro Airport","27.1","-8.8583698","13.2312002","Luanda","27.9","-8.8383","13.2344","Luanda","30.3","https://www.wipo.int/edocs/lexdocs/laws/pt/ao/ao021pt.pdf","http://polodeviana.com/","Luanda","27.9","-8.80407","13.2333","167","5",,"Active","31","4/24/2021 6:57","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Luanda-Bengo Special Economic Zone","-9.159391","13.827754","Africa","Angola","Diversified Zone","N/A","Public","Public","Decree No. 50/09 on September 11 & Presidential Decree No. 06/15 of October 27","Quatro de Fevereiro Airport","73.7","-8.8583698","13.2312002","Luanda","74.4","-8.8383","13.2344","Luanda","76.4","https://www.ice.it/it/sites/default/files/inline-files/REGULAMENTO%20DE%20UTILIZA%C3%87%C3%83O%20ZEE_0.pdf","https://www.esi-africa.com/wp-content/uploads/Kiala%20Gabriel.pdf https://zee.co.ao/en/","Caxito","67.1","-8.80407","13.2333","8300","6",,"Active","32","4/24/2021 6:57","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Catumbela Industrial Development Pole","-12.403168","13.544078","Africa","Angola","Specialized Zone","Agriculture","Public","National Council of Industrial Development Poles","Decree-Law No. 18/99 of 12 November 1999","Catumbela Airport","10.5","-12.4792","13.4869","Luanda","398.3","-8.8383","13.2344","Lobito","4.9","https://www.wipo.int/edocs/lexdocs/laws/pt/ao/ao021pt.pdf","http://polodacatumbela.com/","Lobito","3.7","-12.35887","13.5425","47","4",,"Active","33","4/24/2021 6:57","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Antigua and Barbuda Special Economic Zone (ABSEZ)","17.1079265","-61.7404451","Caribbean","Antigua and Barbuda","Charter City","N/A","Public-Private Partnership","Yida International Investment Antigua Limited","Special Economic Zone Act of 2015","V.C. Bird International Airport","6.4","17.1367","-61.792702","Saint John's","11.5","17.1274","-61.8468","St John's","12.4",,"https://www.antiguaabsez.com/","Saint John’s","11.7","17.11933","-61.856","3966","6",,"Under Development","34","4/24/2021 6:57","fergal hourigan","11/19/2021 9:08","fergal hourigan"
"Free Trade & Processing Zone","17.1522","-61.7968","Caribbean","Antigua and Barbuda","Export Processing Zone","N/A","Public","Free Trade and Processing Zone Commission","Free Trade and Processing Zone Act No. 12 of 1994","V.C. Bird International Airport","1.8","17.1367","-61.792702","Saint John's","6","17.1274","-61.8468","St John's","7.3",,"http://zone.gov.ag/","Saint John’s","6.8","17.11933","-61.856","40","4",,"Active","35","4/24/2021 6:57","fergal hourigan","11/19/2021 9:08","fergal hourigan"
"Tierra del Fuego ProvInce Special Customs Area (SCA)","-54.8073707","-68.3086077","South America","Argentina","Economic Revitalization Project","N/A","Public","Gobierno de Tierra del Fuego","Law 19640, Law No 24.331 of Free Zones, External Note N1/2008","Malvinas Argentinas Airport","4.1","-54.8433","-68.2958","Buenos Aires","2,376.5","-34.6025","-58.3975","Ushuaia","0.8",,"https://sdi.tierradelfuego.gov.ar/wp-content/uploads/2017/10/InvestTDF-Ing.pdf","Ushuaia","1.9","-54.80327","-68.2984","9","3",,"Active","36","4/24/2021 6:57","fergal hourigan","11/19/2021 9:08","fergal hourigan"
"La Zona Franca Santa Cruz (ZFSC) - Caleta Olivia","-46.4726427","-67.5167661","South America","Argentina","Export Processing Zone","N/A","Public-Private Partnership","London Supply Group","External Note N1/2010, Law No 24.331 of Free Zones","General E. Mosconi Airport","76.6","-45.7853","-67.4655","Buenos Aires","1,527.7","-34.6025","-58.3975","Caleta Olivia","4.7",,"http://londonsupplygroup.com/","Comodoro Rivadavia","67.1","-46.43057","-67.5091","20","4",,"Active","37","4/24/2021 6:57","fergal hourigan","11/19/2021 9:09","fergal hourigan"
"Zona Franca Tucumán Free Trade Zone","-26.869491","-65.167517","South America","Argentina","Export Processing Zone","N/A","Private","Consorcio Zona Franca Tucuman, SA","External Note N1/2008, Law No 24.331 of Free Zones","Teniente Benjamin Matienzo Airport","7","-26.8409","-65.104897","Buenos Aires","1,076.7","-34.6025","-58.3975","Santa Fe","685.4","http://www.cda.org.ar/detalle_normativa.php?id=637","http://www.zftuc.com.ar/","San Miguel de Tucumán","7.7","-31.61447","-60.6679","25","4",,"Active","38","4/24/2021 6:57","fergal hourigan","11/19/2021 9:09","fergal hourigan"
"Zona Sur Buenos Aires","-34.641951","-58.5021077","South America","Argentina","Export Processing Zone","N/A","Public-Private Partnership","Zona Franca Buenos Aires Sur, SA","Law No 24.331 of Free Zones, External Note N1/2008","Jorge Newbery Airpark","12.2","-34.5592","-58.4156","Buenos Aires","10.5","-34.6025","-58.3975","Buenos Aires","12.5",,"www.zfzonasur.com.ar","Buenos Aires","10.5","-34.60257","-58.3747","25","4",,"Active","39","4/24/2021 6:57","fergal hourigan","11/19/2021 9:10","fergal hourigan"
"Zona Franca Bahía Blanca","-38.7148776","-62.2671654","South America","Argentina","Export Processing Zone","N/A","Public-Private Partnership","a Joint Venture (JV ) between the Consortium Management of the Bahía Blanca Port ( CGPBB ) and the Punta Alta Electric Cooperative ( CEPA)","External Note N1/2008, Law No 24.331 of Free Zones","Comandante Espora Airport","8.6","-38.725","-62.1693","Buenos Aires","573.4","-34.6025","-58.3975","Bahia Blanca","8.8","https://www.itprotoday.com/data-center/amazon-plans-800-million-data-center-argentina","http://www.zfzonasur.com.ar/","Bahía Blanca","2.8","-38.75997","-62.3498","30","4",,"Active","40","4/24/2021 6:57","fergal hourigan","11/19/2021 9:10","fergal hourigan"
"Zona Franca de Iguazú","-25.6012211","-54.5689068","South America","Argentina","Export Processing Zone","N/A","Public-Private Partnership","Zona Franca Puerto Iguazú, SA","External Note N1/2008, Law No 24.331 of Free Zones","Cataratas International Airport","8.4","-25.6002789","-54.4850006","Buenos Aires","1,067.4","-34.6025","-58.3975","Encarnacion","233.2",,"http://www.zfpi.com/en/home.php","Foz do Iguaçu","9.5","-27.33727","-55.878","42","4",,"Active","41","4/24/2021 6:57","fergal hourigan","11/19/2021 9:10","fergal hourigan"
"La Zona Franca Santa Cruz (ZFSC) - Río Gallegos","-51.7048168","-69.2552717","South America","Argentina","Export Processing Zone","N/A","Public-Private Partnership","London Supply Group","Law No 24.331 of Free Zones, External Note N1/2009, Decreto del Poder Ejecutivo Nacional 1.388/13","Piloto Civil Norberto Fernández International Airport","11.4","-51.6089","-69.3126","Buenos Aires","2,092.8","-34.6025","-58.3975","Rio Gallegos","9.6",,"http://londonsupplygroup.com/","Río Gallegos","8.4","-51.62267","-69.2108","200","5",,"Active","42","4/24/2021 6:57","fergal hourigan","11/19/2021 9:02","fergal hourigan"
